SubProduct-ID,Name,,,,,,,
SP384,Ambi Pur Air Effects Linen & Sky,,,,Plastic,Cardboard,Paper,
SP385,FUSION® PROGLIDE® MANUAL RAZOR WITH FLEXBALL TECHNOLOGYTM,,,,Plastic,Cardboard,Paper,
SP386,MACH3® TURBO RAZOR,,,,Plastic,Cardboard,Paper,
SP387,VECTOR3® RAZOR,,,,Plastic,Cardboard,Paper,
SP388,FUSION® PROGLIDE® MANUAL RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP389,MACH3® TURBO RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP390,"ALL PURPOSE GILLETTE STYLER™: TRIMMER, SHAVER & EDGER",,,,Plastic,Cardboard,Paper,
SP391,BODYTM DISPOSABLE RAZOR,,,,Plastic,Cardboard,Paper,
SP392,VECTOR3® RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP393,FUSION® POWER RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP394,FUSION® MANUAL RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP395,MACH3® SENSITIVE RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP396,MACH3® RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP397,PRESTO® DISPOSABLE RAZOR,,,,Plastic,Cardboard,Paper,
SP398,BODYTM RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP399,VECTOR® RAZOR,,,,Plastic,Cardboard,Paper,
SP400,MACH3® SENSITIVE RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP401,MACH3® RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP402,FUSION® MANUAL RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP403,FUSION® POWER RAZOR,,,,Plastic,Cardboard,Paper,
SP404,BODY. RAZOR,,,,Plastic,Cardboard,Paper,
SP405,GUARD® RAZOR,,,,Plastic,Cardboard,Paper,
SP406,7 O'CLOCK READY II DISPOSABLE RAZOR,,,,Plastic,Cardboard,Paper,
SP407,PRESTO 3 DISPOSABLE RAZOR,,,,Plastic,Cardboard,Paper,
SP408,VECTOR® RAZOR BLADES,,,,Plastic,Cardboard,Paper,
SP409,GILLETTE SHAVING CREAM REGULAR,30,Gms,Tube,Cardboard,Paper,,
SP410,GILLETTE SHAVING CREAM REGULAR,70,Gms,Tube,Cardboard,Paper,,
SP411,FUSION® HYDRA GEL SENSITIVE SKIN SHAVE GEL,75,Gms,Can,,,,
SP412,FUSION® HYDRA GEL SENSITIVE SKIN SHAVE GEL,195,Gms,Can,,,,
SP413,FAT FOAMY REGULAR,50,Gms,Can,,,,
SP414,FAT FOAMY REGULAR,418,Gms,Can,,,,
SP415,SERIES CONDITIONING SHAVE FOAM,245,Gms,Can,,,,
SP416,SERIES CONDITIONING SHAVE GEL,195,Gms,Can,,,,
SP417,FUSION® HYDRA GEL PURE & SENSITIVE SHAVE GEL,195,Gms,Can,,,,
SP418,FOAMY SHAVE FOAM—SENSITIVE SKIN,311,Gms,Can,,,,
SP419,ULTRA COMFORT TUBE SHAVE GEL,60,Gms,Can,,,,
SP420,ULTRA COMFORT TUBE SHAVE GEL,80,Gms,Can,,,,
SP421,SERIES ULTRA PROTECTION SHAVE FOAM,245,Gms,Can,,,,
SP422,SERIES PURE AND SENSITIVE SHAVE FOAM,245,Gms,Can,,,,
SP423,GILLETTE SHAVING CREAM LIME,30,Gms,Tube,Cardboard,Paper,,
SP424,GILLETTE SHAVING CREAM LIME,70,Gms,Tube,Cardboard,Paper,,
SP425,SERIES SENSITIVE SHAVE GEL,195,Gms,Can,,,,
SP426,MOISTURISING TUBE SHAVE GEL,60,Gms,Tube,Cardboard,Paper,,
SP427,MOISTURISING TUBE SHAVE GEL,80,Gms,Tube,Cardboard,Paper,,
SP428,FUSION® HYDRA GEL ULTRA PROTECTION SHAVE GEL,195,Gms,Can,,,,
SP429,MENTHOL SHAVE FOAM,195,Gms,Can,,,,
SP430,SERIES PURE & SENSITIVE SHAVE GEL,195,Gms,Can,,,,
SP431,SENSITIVE SKIN TUBE SHAVE GEL,25,Gms,Tube,Cardboard,Paper,,
SP432,SENSITIVE SKIN TUBE SHAVE GEL,60,Gms,Tube,Cardboard,Paper,,
SP433,SENSITIVE SKIN TUBE SHAVE GEL,80,Gms,Tube,Cardboard,Paper,,
SP434,SERIES SENSITIVE SHAVE FOAM,245,Gms,Can,,,,
SP435,CLASSIC SHAVE FOAM,195,Gms,Can,,,,
SP436,LEMON LIME SHAVE FOAM,195,Gms,Can,,,,
SP437,FAT FOAMY SENSITIVE,,Gms,Can,,,,
SP438,SERIES COOL WAVE AFTERSHAVE SPLASH,50,Ml,Bottle,Glass,Cardboard,Paper,
SP439,SERIES COOL WAVE AFTERSHAVE SPLASH,100,Ml,Bottle,Glass,Cardboard,Paper,
SP440,SERIES ARCTIC ICE AFTERSHAVE SPLASH,50,Ml,Bottle,Glass,Cardboard,Paper,
SP441,SERIES ARCTIC ICE AFTERSHAVE SPLASH,100,Ml,Bottle,Glass,Cardboard,Paper,
SP442,SHAVING BRUSH PACK,1,,Plastic,,Cardboard,Paper,
